id,state,name,rate
8111,Colorado,San Juan County,3.381246508
8113,Colorado,San Miguel County,3.301737037
8115,Colorado,Sedgwick County,3.474164772
8117,Colorado,Summit County,3.210886493
8119,Colorado,Teller County,3.267593036
8121,Colorado,Washington County,2.710401153
8123,Colorado,Weld County,3.29533431
8125,Colorado,Yuma County,3.487631995
9001,Connecticut,Fairfield County,4.150508676
9003,Connecticut,Hartford County,1.632787277
9005,Connecticut,Litchfield County,4.444131029
9007,Connecticut,Middlesex County,4.588879898
9009,Connecticut,New Haven County,4.686656716
9011,Connecticut,New London County,4.639388975
9013,Connecticut,Tolland County,4.588879898
9015,Connecticut,Windham County,4.131685994
10001,Delaware,Kent County,4.525504265
10003,Delaware,New Castle County,4.023056065
10005,Delaware,Sussex County,4.436010996
11001,District of Columbia,District of Columbia,#VALUE!
12001,Florida,Alachua County,4.135488492
12003,Florida,Baker County,1.651923384
12005,Florida,Bay County,2.364417205
12007,Florida,Bradford County,3.358237832
12009,Florida,Brevard County,2.229926533
12011,Florida,Broward County,3.856020717
12013,Florida,Calhoun County,4.044817899
12015,Florida,Charlotte County,1.769127746
12017,Florida,Citrus County,1.626564406
12019,Florida,Clay County,2.130892777
12021,Florida,Collier County,4.0087346
12023,Florida,Columbia County,3.286631437
12027,Florida,DeSoto County,4.052391209
12029,Florida,Dixie County,1.732962226
12031,Florida,Duval County,1.972392591
12033,Florida,Escambia County,2.003652754
12035,Florida,Flagler County,4.622548664
12037,Florida,Franklin County,2.476879041
12039,Florida,Gadsden County,1.975629461
12041,Florida,Gilchrist County,2.11996645
12043,Florida,Glades County,4.02746859
12045,Florida,Gulf County,1.602305923
12047,Florida,Hamilton County,1.756913717
12049,Florida,Hardee County,4.58054565
12051,Florida,Hendry County,3.768924797
12053,Florida,Hernando County,1.782886666
12055,Florida,Highlands County,4.593327708
12057,Florida,Hillsborough County,1.68113147
12059,Florida,Holmes County,4.177599622
12061,Florida,Indian River County,4.259642307
12063,Florida,Jackson County,2.079397372
12065,Florida,Jefferson County,2.567795687
12067,Florida,Lafayette County,4.105811245
12069,Florida,Lake County,1.864011972
12071,Florida,Lee County,4.640447106
12073,Florida,Leon County,4.549048827
12075,Florida,Levy County,4.220803427
12077,Florida,Liberty County,3.989762644
12079,Florida,Madison County,4.131644946
12081,Florida,Manatee County,4.694374368
12083,Florida,Marion County,1.594717177
12085,Florida,Martin County,3.86382408
12086,Florida,Miami-Dade County,3.940728993
12087,Florida,Monroe County,2.63909548
12089,Florida,Nassau County,2.080152239
12091,Florida,Okaloosa County,2.383567372
12093,Florida,Okeechobee County,4.259642307
12095,Florida,Orange County,1.681987741
12097,Florida,Osceola County,1.813165554
12099,Florida,Palm Beach County,3.383450406
12101,Florida,Pasco County,1.801568723
12103,Florida,Pinellas County,1.721179944
12105,Florida,Polk County,1.650379268
12107,Florida,Putnam County,1.858390224
12109,Florida,St. Johns County,2.592878355
12111,Florida,St. Lucie County,3.713411056
12113,Florida,Santa Rosa County,#DIV/0!
12115,Florida,Sarasota County,4.623303851
12117,Florida,Seminole County,2.066314186
12119,Florida,Sumter County,1.580393232
12121,Florida,Suwannee County,4.32771914
12123,Florida,Taylor County,4.549779442
12125,Florida,Union County,3.359223789
12127,Florida,Volusia County,1.868005999
12129,Florida,Wakulla County,4.680499243
12131,Florida,Walton County,1.769345639
12133,Florida,Washington County,2.045554974
13001,Georgia,Appling County,2.108042228
13003,Georgia,Atkinson County,1.896808724
13005,Georgia,Bacon County,1.891538151
13007,Georgia,Baker County,4.341397007
13009,Georgia,Baldwin County,2.173293287
13011,Georgia,Banks County,1.663789537
13013,Georgia,Barrow County,2.734650318
13015,Georgia,Bartow County,2.149162223
13017,Georgia,Ben Hill County,3.727031836
13019,Georgia,Berrien County,1.941430141
13021,Georgia,Bibb County,1.987810025
13023,Georgia,Bleckley County,4.493161544
13025,Georgia,Brantley County,4.682964479
13027,Georgia,Brooks County,4.214141195
13029,Georgia,Bryan County,4.671549396
13031,Georgia,Bulloch County,1.594107654
13033,Georgia,Burke County,2.385716112
13035,Georgia,Butts County,2.498581891
13037,Georgia,Calhoun County,1.904783219
13039,Georgia,Camden County,4.614591974
13043,Georgia,Candler County,3.80833743
13045,Georgia,Carroll County,2.147256905
13047,Georgia,Catoosa County,2.503556593
13049,Georgia,Charlton County,4.643819656
13051,Georgia,Chatham County,4.102021154
13053,Georgia,Chattahoochee County,4.639119569
13055,Georgia,Chattooga County,2.327563114
13057,Georgia,Cherokee County,2.107196275
13059,Georgia,Clarke County,2.351629218
13061,Georgia,Clay County,3.534446163
13063,Georgia,Clayton County,2.044743933
13065,Georgia,Clinch County,1.917582796
13067,Georgia,Cobb County,2.016814754
13069,Georgia,Coffee County,2.315073885
13071,Georgia,Colquitt County,1.904783219
13073,Georgia,Columbia County,2.149162223
13075,Georgia,Cook County,4.345135706
13077,Georgia,Coweta County,1.766443371
13079,Georgia,Crawford County,1.721366449
13081,Georgia,Crisp County,2.230415873
13083,Georgia,Dade County,2.463922591
13085,Georgia,Dawson County,2.269251113
13087,Georgia,Decatur County,2.496523366
13089,Georgia,DeKalb County,1.766443371
13091,Georgia,Dodge County,2.176050871
13093,Georgia,Dooly County,3.925470887
13095,Georgia,Dougherty County,2.328572637
13097,Georgia,Douglas County,2.007131389
13099,Georgia,Early County,4.643819656
13101,Georgia,Echols County,2.695734726
13103,Georgia,Effingham County,2.315073885
13105,Georgia,Elbert County,2.497533454
13107,Georgia,Emanuel County,3.685008308
13109,Georgia,Evans County,2.588680032
13111,Georgia,Fannin County,1.685733439
13113,Georgia,Fayette County,1.803931921
13115,Georgia,Floyd County,2.272330643
13117,Georgia,Forsyth County,2.326354136
13119,Georgia,Franklin County,1.906402268
13121,Georgia,Fulton County,3.974455916
13123,Georgia,Gilmer County,2.553835213
13125,Georgia,Glascock County,2.657161867
13127,Georgia,Glynn County,2.363257351
13129,Georgia,Gordon County,2.453784823
13131,Georgia,Grady County,4.135593448
13133,Georgia,Greene County,4.056578777
13135,Georgia,Gwinnett County,2.196649194
13137,Georgia,Habersham County,2.592673046
13139,Georgia,Hall County,2.374617541
13141,Georgia,Hancock County,3.463738856
13143,Georgia,Haralson County,2.210764204
13145,Georgia,Harris County,4.622773751
13147,Georgia,Hart County,2.624976586
13149,Georgia,Heard County,1.706277061
13151,Georgia,Henry County,2.779809788
13153,Georgia,Houston County,2.288141002
13155,Georgia,Irwin County,4.546336299
13157,Georgia,Jackson County,2.521942791
13159,Georgia,Jasper County,2.552504491
13161,Georgia,Jeff Davis County,2.783128982
13163,Georgia,Jefferson County,1.793020448
13165,Georgia,Jenkins County,2.513009915
13167,Georgia,Johnson County,2.41528942
13169,Georgia,Jones County,1.711802962
13171,Georgia,Lamar County,2.153377775
13173,Georgia,Lanier County,2.016664133
13175,Georgia,Laurens County,2.112187313
13177,Georgia,Lee County,2.338227394
13179,Georgia,Liberty County,1.652220331
13181,Georgia,Lincoln County,1.650699451
13183,Georgia,Long County,4.665791635
13185,Georgia,Lowndes County,2.149162223
13187,Georgia,Lumpkin County,1.821926855
13189,Georgia,McDuffie County,2.323260019
13191,Georgia,McIntosh County,2.532770216
13193,Georgia,Macon County,4.276053918
13195,Georgia,Madison County,2.648512154
13197,Georgia,Marion County,4.276053918
13199,Georgia,Meriwether County,#DIV/0!
13201,Georgia,Miller County,4.335020704
13205,Georgia,Mitchell County,1.654707972
13207,Georgia,Monroe County,3.718425158
13209,Georgia,Montgomery County,4.43699696
13211,Georgia,Morgan County,2.532535565
13213,Georgia,Murray County,2.600726031
13215,Georgia,Muscogee County,2.444710562
13217,Georgia,Newton County,1.799859605
13219,Georgia,Oconee County,2.362155718
13221,Georgia,Oglethorpe County,1.858829756
13223,Georgia,Paulding County,2.566094038
13225,Georgia,Peach County,2.195255533
13227,Georgia,Pickens County,2.211795224
13229,Georgia,Pierce County,4.109892021
13231,Georgia,Pike County,2.05260203
13233,Georgia,Polk County,2.295817466
13235,Georgia,Pulaski County,3.850595673
13237,Georgia,Putnam County,2.173358688
13239,Georgia,Quitman County,2.483855685
13241,Georgia,Rabun County,2.327563114
13243,Georgia,Randolph County,2.241087803
13245,Georgia,Richmond County,1.801959612
13247,Georgia,Rockdale County,2.181164154
13249,Georgia,Schley County,2.536889374
13251,Georgia,Screven County,1.686850232
13253,Georgia,Seminole County,1.755090101
13255,Georgia,Spalding County,4.561982433
13257,Georgia,Stephens County,2.269080687
13259,Georgia,Stewart County,4.150811125
13261,Georgia,Sumter County,2.298781449
13263,Georgia,Talbot County,4.074923576
13265,Georgia,Taliaferro County,1.75292476
13267,Georgia,Tattnall County,4.298494054
13269,Georgia,Taylor County,3.836023322
13271,Georgia,Telfair County,4.48758248
13273,Georgia,Terrell County,2.30231084
13275,Georgia,Thomas County,4.384370086
13277,Georgia,Tift County,4.677429904
13279,Georgia,Toombs County,4.704752051
13281,Georgia,Towns County,2.549800701
13283,Georgia,Treutlen County,4.408939187
13285,Georgia,Troup County,2.182621287
13287,Georgia,Turner County,2.115765333
13289,Georgia,Twiggs County,3.810138289
13291,Georgia,Union County,1.90227864
13293,Georgia,Upson County,4.603105881
13295,Georgia,Walker County,2.542247597
13297,Georgia,Walton County,2.480685736
13299,Georgia,Ware County,4.630964976
13301,Georgia,Warren County,1.698335792
13303,Georgia,Washington County,2.637644029
13305,Georgia,Wayne County,1.777635229
13307,Georgia,Webster County,4.125892606
13309,Georgia,Wheeler County,4.333557672
13311,Georgia,White County,4.326486171
13313,Georgia,Whitfield County,2.426393722
13315,Georgia,Wilcox County,1.721202874
13317,Georgia,Wilkes County,1.83276331
13319,Georgia,Wilkinson County,1.938049601
13321,Georgia,Worth County,4.332297803
15001,Hawaii,Hawaii County,3.61761742
15003,Hawaii,Honolulu County,3.571030623
15007,Hawaii,Kauai County,3.599505306
15009,Hawaii,Maui County,3.577652844
16001,Idaho,Ada County,3.590084941
16003,Idaho,Adams County,3.158905158
16005,Idaho,Bannock County,3.15590328
16007,Idaho,Bear Lake County,3.165980799
16009,Idaho,Benewah County,3.258789903
16011,Idaho,Bingham County,3.614887107
16013,Idaho,Blaine County,3.172784863
16015,Idaho,Boise County,3.154224684
16017,Idaho,Bonner County,3.155675071
16019,Idaho,Bonneville County,3.281002755
16021,Idaho,Boundary County,3.407517864
16023,Idaho,Butte County,3.261674059
16025,Idaho,Camas County,3.193314176
16027,Idaho,Canyon County,3.152534298
16029,Idaho,Caribou County,3.15847491
16031,Idaho,Cassia County,3.279661886
16033,Idaho,Clark County,-0.006922567
16035,Idaho,Clearwater County,3.245313478
16037,Idaho,Custer County,3.189563017
16039,Idaho,Elmore County,-0.013484784
16041,Idaho,Franklin County,3.159797362
16043,Idaho,Fremont County,3.236849054
16045,Idaho,Gem County,3.239435821
16047,Idaho,Gooding County,3.159111217
16049,Idaho,Idaho County,3.160141491
16051,Idaho,Jefferson County,3.173287322
16053,Idaho,Jerome County,3.430792276
16055,Idaho,Kootenai County,3.159685473
16057,Idaho,Latah County,3.247161824
16059,Idaho,Lemhi County,3.255470703
16061,Idaho,Lewis County,-0.205837147
16063,Idaho,Lincoln County,3.305856897
16065,Idaho,Madison County,3.161126141
16067,Idaho,Minidoka County,3.346071603
16069,Idaho,Nez Perce County,3.17131541
16071,Idaho,Oneida County,3.21319652
16073,Idaho,Owyhee County,3.17108106
16075,Idaho,Payette County,3.157675528
16077,Idaho,Power County,3.158572289
16079,Idaho,Shoshone County,3.171618522
16081,Idaho,Teton County,3.221062911
16083,Idaho,Twin Falls County,3.286367294
16085,Idaho,Valley County,3.167659732
16087,Idaho,Washington County,3.153180402
17001,Illinois,Adams County,3.158770456
17003,Illinois,Alexander County,3.43508201
17005,Illinois,Bond County,3.444281314
17007,Illinois,Boone County,3.478904446
17009,Illinois,Brown County,3.397493736
17011,Illinois,Bureau County,3.225817861
17013,Illinois,Calhoun County,3.405657375
17015,Illinois,Carroll County,3.473946241
17017,Illinois,Cass County,3.44753842
17019,Illinois,Champaign County,3.456342978
17021,Illinois,Christian County,3.270031742
17023,Illinois,Clark County,3.227143047
17025,Illinois,Clay County,3.586196982
17027,Illinois,Clinton County,3.486551936
17029,Illinois,Coles County,3.420800372
17031,Illinois,Cook County,3.221193252
17033,Illinois,Crawford County,3.238890084
17035,Illinois,Cumberland County,3.239456441
17037,Illinois,DeKalb County,3.267076409
17039,Illinois,De Witt County,3.278448112
17041,Illinois,Douglas County,3.388958516
17043,Illinois,DuPage County,3.747188478
17045,Illinois,Edgar County,3.383386707
17047,Illinois,Edwards County,3.607870737
17049,Illinois,Effingham County,3.453985642
17051,Illinois,Fayette County,3.288134646
17053,Illinois,Ford County,3.22816456
17055,Illinois,Franklin County,3.463626841
17057,Illinois,Fulton County,3.23064542
17059,Illinois,Gallatin County,3.234051397
17061,Illinois,Greene County,3.329196495
17063,Illinois,Grundy County,3.209931521
17065,Illinois,Hamilton County,3.350937253
17067,Illinois,Hancock County,3.629123207
17069,Illinois,Hardin County,3.413831261
17071,Illinois,Henderson County,3.341933771
17073,Illinois,Henry County,3.219762317
17075,Illinois,Iroquois County,3.194711847
17077,Illinois,Jackson County,3.51944681
17079,Illinois,Jasper County,3.406051015
17081,Illinois,Jefferson County,3.268471339
17083,Illinois,Jersey County,3.24263619
17085,Illinois,Jo Daviess County,3.455718474
17087,Illinois,Johnson County,3.380782109
17089,Illinois,Kane County,3.329196495
17091,Illinois,Kankakee County,3.314804252
17093,Illinois,Kendall County,3.344275082
17095,Illinois,Knox County,3.357232046
17097,Illinois,Lake County,3.476154281
17099,Illinois,LaSalle County,3.303038755
17101,Illinois,Lawrence County,3.488139414
17103,Illinois,Lee County,3.360632601
17105,Illinois,Livingston County,3.397493736
17107,Illinois,Logan County,3.435077642
17109,Illinois,McDonough County,3.240344401
17111,Illinois,McHenry County,3.455985358
17113,Illinois,McLean County,3.345719173
17115,Illinois,Macon County,3.43028636
17117,Illinois,Macoupin County,3.247040119
17119,Illinois,Madison County,3.565831346
17121,Illinois,Marion County,3.284305932
17123,Illinois,Marshall County,3.224217886
17125,Illinois,Mason County,3.225492939
17127,Illinois,Massac County,3.538871303
17129,Illinois,Menard County,3.24602873
17131,Illinois,Mercer County,3.437908487
17133,Illinois,Monroe County,3.215509644
17135,Illinois,Montgomery County,3.518681903
17137,Illinois,Morgan County,3.521324323
17139,Illinois,Moultrie County,3.254705711
17141,Illinois,Ogle County,3.238584258
17143,Illinois,Peoria County,3.351704228
17145,Illinois,Perry County,3.202294481
17147,Illinois,Piatt County,3.24602873
17149,Illinois,Pike County,3.533209437
17151,Illinois,Pope County,3.529939701
17153,Illinois,Pulaski County,3.329196495
17155,Illinois,Putnam County,3.307088325
17157,Illinois,Randolph County,3.382537823
17159,Illinois,Richland County,3.313457919
17161,Illinois,Rock Island County,3.268471339
17163,Illinois,St. Clair County,3.21211757
17165,Illinois,Saline County,3.204414117
17167,Illinois,Sangamon County,3.376980859
17169,Illinois,Schuyler County,3.263567226
17171,Illinois,Scott County,3.232127778
17173,Illinois,Shelby County,3.614714154
17175,Illinois,Stark County,3.235649989
17177,Illinois,Stephenson County,3.231752594
17179,Illinois,Tazewell County,3.380532506
17181,Illinois,Union County,3.249656077
17183,Illinois,Vermilion County,3.569863981
17185,Illinois,Wabash County,3.510772671
17187,Illinois,Warren County,3.458331725
17189,Illinois,Washington County,3.42902276
17191,Illinois,Wayne County,3.506554665
17193,Illinois,White County,3.507204276
17195,Illinois,Whiteside County,3.239898423
17197,Illinois,Will County,3.374727347
17199,Illinois,Williamson County,3.338018561
17201,Illinois,Winnebago County,3.228859196
17203,Illinois,Woodford County,3.293971934
18001,Indiana,Adams County,3.238153952
18003,Indiana,Allen County,3.466092424
18005,Indiana,Bartholomew County,3.338198454
18007,Indiana,Benton County,4.016991299
18009,Indiana,Blackford County,3.634316526
18011,Indiana,Boone County,3.196783217
18013,Indiana,Brown County,3.391277221
18015,Indiana,Carroll County,3.47550583
18017,Indiana,Cass County,3.404980794
18019,Indiana,Clark County,3.434225249
18021,Indiana,Clay County,1.699226778
18023,Indiana,Clinton County,3.578190228
18025,Indiana,Crawford County,4.488622481
18027,Indiana,Daviess County,3.721369151
18029,Indiana,Dearborn County,3.7140154
18031,Indiana,Decatur County,3.822895151
