id,state,name,rate
12085,Florida,Martin County,0.722233097
12086,Florida,Miami-Dade County,0.79913801
12087,Florida,Monroe County,-0.502498692
12089,Florida,Nassau County,-1.061442032
12091,Florida,Okaloosa County,-0.758026302
12093,Florida,Okeechobee County,1.118050903
12095,Florida,Orange County,-1.459605155
12097,Florida,Osceola County,-1.328427529
12099,Florida,Palm Beach County,0.241858559
12101,Florida,Pasco County,-1.34002446
12103,Florida,Pinellas County,-1.42041301
12105,Florida,Polk County,-1.49121358
12107,Florida,Putnam County,-1.283203155
12109,Florida,St. Johns County,-0.548715904
12111,Florida,St. Lucie County,0.571819952
12113,Florida,Santa Rosa County,1.570796234
12115,Florida,Sarasota County,1.48171129
12117,Florida,Seminole County,-1.075280061
12119,Florida,Sumter County,-1.561199526
12121,Florida,Suwannee County,1.186127051
12123,Florida,Taylor County,1.408186935
12125,Florida,Union County,0.217631868
12127,Florida,Volusia County,-1.273587786
12129,Florida,Wakulla County,1.538906567
12131,Florida,Walton County,-1.37224748
12133,Florida,Washington County,-1.096038432
13001,Georgia,Appling County,-1.033551482
13003,Georgia,Atkinson County,-1.244784713
13005,Georgia,Bacon County,-1.250055263
13007,Georgia,Baker County,1.199804964
13009,Georgia,Baldwin County,-0.968300498
13011,Georgia,Banks County,-1.47780343
13013,Georgia,Barrow County,-0.406944081
13015,Georgia,Bartow County,-0.992431544
13017,Georgia,Ben Hill County,0.585439911
13019,Georgia,Berrien County,-1.200163656
13021,Georgia,Bibb County,-1.153783557
13023,Georgia,Bleckley County,1.351569275
13025,Georgia,Brantley County,1.541371793
13027,Georgia,Brooks County,1.072549704
13029,Georgia,Bryan County,1.529956732
13031,Georgia,Bulloch County,-1.547485158
13033,Georgia,Burke County,-0.755877724
13035,Georgia,Butts County,-0.643014674
13037,Georgia,Calhoun County,-1.236810347
13039,Georgia,Camden County,1.472999419
13043,Georgia,Candler County,0.66674584
13045,Georgia,Carroll County,-0.994336748
13047,Georgia,Catoosa County,-0.638037646
13049,Georgia,Charlton County,1.502227045
13051,Georgia,Chatham County,0.960429496
13053,Georgia,Chattahoochee County,1.497526971
13055,Georgia,Chattooga County,-0.814030807
13057,Georgia,Cherokee County,-1.034397453
13059,Georgia,Clarke County,-0.789964624
13061,Georgia,Clay County,0.392854297
13063,Georgia,Clayton County,-1.096849725
13065,Georgia,Clinch County,-1.224010676
13067,Georgia,Cobb County,-1.124778945
13069,Georgia,Coffee County,-0.826519957
13071,Georgia,Colquitt County,-1.236810347
13073,Georgia,Columbia County,-0.992431544
13075,Georgia,Cook County,1.203543722
13077,Georgia,Coweta County,-1.375149817
13079,Georgia,Crawford County,-1.420226919
13081,Georgia,Crisp County,-0.911179651
13083,Georgia,Dade County,-0.677671289
13085,Georgia,Dawson County,-0.87234279
13087,Georgia,Decatur County,-0.645070417
13089,Georgia,DeKalb County,-1.375149817
13091,Georgia,Dodge County,-0.965542923
13093,Georgia,Dooly County,0.783879736
13095,Georgia,Dougherty County,-0.813021089
13097,Georgia,Douglas County,-1.13446222
13099,Georgia,Early County,1.502227045
13101,Georgia,Echols County,-0.44585883
13103,Georgia,Effingham County,-0.826519957
13105,Georgia,Elbert County,-0.644060223
13107,Georgia,Emanuel County,0.543416631
13109,Georgia,Evans County,-0.552913665
13111,Georgia,Fannin County,-1.455859613
13113,Georgia,Fayette County,-1.337661688
13115,Georgia,Floyd County,-0.869263269
13117,Georgia,Forsyth County,-0.81524033
13119,Georgia,Franklin County,-1.235191111
13121,Georgia,Fulton County,0.832864335
13123,Georgia,Gilmer County,-0.587758629
13125,Georgia,Glascock County,-0.484431745
13127,Georgia,Glynn County,-0.77833649
13129,Georgia,Gordon County,-0.687809462
13131,Georgia,Grady County,0.994001622
13133,Georgia,Greene County,0.914987155
13135,Georgia,Gwinnett County,-0.944944606
13137,Georgia,Habersham County,-0.548920491
13139,Georgia,Hall County,-0.766976297
13141,Georgia,Hancock County,0.322146874
13143,Georgia,Haralson County,-0.930829488
13145,Georgia,Harris County,1.481181182
13147,Georgia,Hart County,-0.516617068
13149,Georgia,Heard County,-1.435315958
13151,Georgia,Henry County,-0.361784835
13153,Georgia,Houston County,-0.853453578
13155,Georgia,Irwin County,1.404743839
13157,Georgia,Jackson County,-0.619652161
13159,Georgia,Jasper County,-0.589091914
13161,Georgia,Jeff Davis County,-0.358464417
13163,Georgia,Jefferson County,-1.348572681
13165,Georgia,Jenkins County,-0.628583855
13167,Georgia,Johnson County,-0.726304415
13169,Georgia,Jones County,-1.429790084
13171,Georgia,Lamar County,-0.98821588
13173,Georgia,Lanier County,-1.124929489
13175,Georgia,Laurens County,-1.029406125
13177,Georgia,Lee County,-0.803366329
13179,Georgia,Liberty County,-1.489372611
13181,Georgia,Lincoln County,-1.490893398
13183,Georgia,Long County,1.524198982
13185,Georgia,Lowndes County,-0.992431544
13187,Georgia,Lumpkin County,-1.319666508
13189,Georgia,McDuffie County,-0.818333595
13191,Georgia,McIntosh County,-0.608823212
13193,Georgia,Macon County,1.134462048
13195,Georgia,Madison County,-0.493082511
13197,Georgia,Marion County,1.134462048
13199,Georgia,Meriwether County,1.570796233
13201,Georgia,Miller County,1.193428737
13205,Georgia,Mitchell County,-1.486884946
13207,Georgia,Monroe County,0.576835997
13209,Georgia,Montgomery County,1.295404632
13211,Georgia,Morgan County,-0.609059078
13213,Georgia,Murray County,-0.540867721
13215,Georgia,Muscogee County,-0.69688398
13217,Georgia,Newton County,-1.34173365
13219,Georgia,Oconee County,-0.779439082
13221,Georgia,Oglethorpe County,-1.282763388
13223,Georgia,Paulding County,-0.575500449
13225,Georgia,Peach County,-0.946338985
13227,Georgia,Pickens County,-0.929798586
13229,Georgia,Pierce County,0.968300356
13231,Georgia,Pike County,-1.088991534
13233,Georgia,Polk County,-0.845776374
13235,Georgia,Pulaski County,0.709004097
13237,Georgia,Putnam County,-0.968235026
13239,Georgia,Quitman County,-0.657738271
13241,Georgia,Rabun County,-0.814030807
13243,Georgia,Randolph County,-0.900506021
13245,Georgia,Richmond County,-1.339633531
13247,Georgia,Rockdale County,-0.960429637
13249,Georgia,Schley County,-0.604704265
13251,Georgia,Screven County,-1.454742878
13253,Georgia,Seminole County,-1.386502982
13255,Georgia,Spalding County,1.420390014
13257,Georgia,Stephens County,-0.872513146
13259,Georgia,Stewart County,1.009219324
13261,Georgia,Sumter County,-0.842812272
13263,Georgia,Talbot County,0.93333212
13265,Georgia,Taliaferro County,-1.388668241
13267,Georgia,Tattnall County,1.156902056
13269,Georgia,Taylor County,0.694431742
13271,Georgia,Telfair County,1.345990113
13273,Georgia,Terrell County,-0.839283
13275,Georgia,Thomas County,1.242777947
13277,Georgia,Tift County,1.535837224
13279,Georgia,Toombs County,1.56315934
13281,Georgia,Towns County,-0.591792985
13283,Georgia,Treutlen County,1.267346895
13285,Georgia,Troup County,-0.958972568
13287,Georgia,Turner County,-1.025828403
13289,Georgia,Twiggs County,0.668546715
13291,Georgia,Union County,-1.239314769
13293,Georgia,Upson County,1.461513395
13295,Georgia,Walker County,-0.599346596
13297,Georgia,Walton County,-0.660908979
13299,Georgia,Ware County,1.489372403
13301,Georgia,Warren County,-1.443257252
13303,Georgia,Washington County,-0.503949719
13305,Georgia,Wayne County,-1.363957982
13307,Georgia,Webster County,0.984300926
13309,Georgia,Wheeler County,1.191965519
13311,Georgia,White County,1.184894114
13313,Georgia,Whitfield County,-0.715200581
13315,Georgia,Wilcox County,-1.420390219
13317,Georgia,Wilkes County,-1.30883001
13319,Georgia,Wilkinson County,-1.203543905
13321,Georgia,Worth County,1.190705774
15001,Hawaii,Hawaii County,0.476024856
15003,Hawaii,Honolulu County,0.429438076
15007,Hawaii,Kauai County,0.457912755
15009,Hawaii,Maui County,0.436060269
16001,Idaho,Ada County,0.448492383
16003,Idaho,Adams County,0.017312885
16005,Idaho,Bannock County,0.014310942
16007,Idaho,Bear Lake County,0.024388682
16009,Idaho,Benewah County,0.11719766
16011,Idaho,Bingham County,0.473296702
16013,Idaho,Blaine County,0.031192896
16015,Idaho,Boise County,0.012632309
16017,Idaho,Bonner County,0.014082727
16019,Idaho,Bonneville County,0.139411167
16021,Idaho,Boundary County,0.265926101
16023,Idaho,Butte County,0.120082328
16025,Idaho,Camas County,0.051721979
16027,Idaho,Canyon County,0.010941885
16029,Idaho,Caribou County,0.016882629
16031,Idaho,Cassia County,0.138069714
16033,Idaho,Clark County,-0.006921973
16035,Idaho,Clearwater County,0.103721189
16037,Idaho,Custer County,0.047971148
16039,Idaho,Elmore County,-0.01348435
16041,Idaho,Franklin County,0.01820511
16043,Idaho,Fremont County,0.095256736
16045,Idaho,Gem County,0.097843459
16047,Idaho,Gooding County,0.017518949
16049,Idaho,Idaho County,0.018549246
16051,Idaho,Jefferson County,0.031695187
16053,Idaho,Jerome County,0.289200582
16055,Idaho,Kootenai County,0.018093218
16057,Idaho,Latah County,0.105571087
16059,Idaho,Lemhi County,0.113878687
16061,Idaho,Lewis County,-0.205830649
16063,Idaho,Lincoln County,0.164265152
16065,Idaho,Madison County,0.019533917
16067,Idaho,Minidoka County,0.20447965
16069,Idaho,Nez Perce County,0.029723411
16071,Idaho,Oneida County,0.07160427
16073,Idaho,Owyhee County,0.02948889
16075,Idaho,Payette County,0.016083228
16077,Idaho,Power County,0.01698001
16079,Idaho,Shoshone County,0.03002653
16081,Idaho,Teton County,0.079470745
16083,Idaho,Twin Falls County,0.144775068
16085,Idaho,Valley County,0.026067653
16087,Idaho,Washington County,0.011588003
17001,Illinois,Adams County,0.017178181
17003,Illinois,Alexander County,0.293489979
17005,Illinois,Bond County,0.30268923
17007,Illinois,Boone County,0.33731273
17009,Illinois,Brown County,0.255901916
17011,Illinois,Bureau County,0.084225957
17013,Illinois,Calhoun County,0.264065364
17015,Illinois,Carroll County,0.332354145
17017,Illinois,Cass County,0.305946453
17019,Illinois,Champaign County,0.314751044
17021,Illinois,Christian County,0.128440222
17023,Illinois,Clark County,0.085551155
17025,Illinois,Clay County,0.444605082
17027,Illinois,Clinton County,0.344960016
17029,Illinois,Coles County,0.279208616
17031,Illinois,Cook County,0.079601307
17033,Illinois,Crawford County,0.097297762
17035,Illinois,Cumberland County,0.097864657
17037,Illinois,DeKalb County,0.125484462
17039,Illinois,De Witt County,0.136855921
17041,Illinois,Douglas County,0.247367969
17043,Illinois,DuPage County,0.605596782
17045,Illinois,Edgar County,0.241794845
17047,Illinois,Edwards County,0.466278861
17049,Illinois,Effingham County,0.312393554
17051,Illinois,Fayette County,0.146543281
17053,Illinois,Ford County,0.086572677
17055,Illinois,Franklin County,0.322034813
17057,Illinois,Fulton County,0.089053558
17059,Illinois,Gallatin County,0.092459566
17061,Illinois,Greene County,0.187604448
17063,Illinois,Grundy County,0.068339477
17065,Illinois,Hamilton County,0.209345293
17067,Illinois,Hancock County,0.487531347
17069,Illinois,Hardin County,0.27223922
17071,Illinois,Henderson County,0.200341763
17073,Illinois,Henry County,0.07817036
17075,Illinois,Iroquois County,0.053119994
17077,Illinois,Jackson County,0.377854868
17079,Illinois,Jasper County,0.264459053
17081,Illinois,Jefferson County,0.126879399
17083,Illinois,Jersey County,0.101044433
17085,Illinois,Jo Daviess County,0.314126429
17087,Illinois,Johnson County,0.239190008
17089,Illinois,Kane County,0.187604448
17091,Illinois,Kankakee County,0.173212179
17093,Illinois,Kendall County,0.202683102
17095,Illinois,Knox County,0.215640105
17097,Illinois,Lake County,0.334562415
17099,Illinois,LaSalle County,0.161446644
17101,Illinois,Lawrence County,0.346547571
17103,Illinois,Lee County,0.219041148
17105,Illinois,Livingston County,0.255901916
17107,Illinois,Logan County,0.293485929
17109,Illinois,McDonough County,0.098752624
17111,Illinois,McHenry County,0.314393347
17113,Illinois,McLean County,0.204127197
17115,Illinois,Macon County,0.288694401
17117,Illinois,Macoupin County,0.1054484
17119,Illinois,Madison County,0.424239465
17121,Illinois,Marion County,0.142714534
17123,Illinois,Marshall County,0.082625968
17125,Illinois,Mason County,0.083901032
17127,Illinois,Massac County,0.397279517
17129,Illinois,Menard County,0.104437003
17131,Illinois,Mercer County,0.296316517
17133,Illinois,Monroe County,0.073917649
17135,Illinois,Montgomery County,0.37709021
17137,Illinois,Morgan County,0.37973238
17139,Illinois,Moultrie County,0.113114059
17141,Illinois,Ogle County,0.096992466
17143,Illinois,Peoria County,0.210112271
17145,Illinois,Perry County,0.06070237
17147,Illinois,Piatt County,0.104437003
17149,Illinois,Pike County,0.391617516
17151,Illinois,Pope County,0.388347679
17153,Illinois,Pulaski County,0.187604448
17155,Illinois,Putnam County,0.165495999
17157,Illinois,Randolph County,0.240945761
17159,Illinois,Richland County,0.171866766
17161,Illinois,Rock Island County,0.126879399
17163,Illinois,St. Clair County,0.070525774
17165,Illinois,Saline County,0.062822024
17167,Illinois,Sangamon County,0.235388955
17169,Illinois,Schuyler County,0.12197565
17171,Illinois,Scott County,0.090535929
17173,Illinois,Shelby County,0.473122228
17175,Illinois,Stark County,0.094058171
17177,Illinois,Stephenson County,0.090160742
17179,Illinois,Tazewell County,0.238940636
17181,Illinois,Union County,0.108064381
17183,Illinois,Vermilion County,0.428272079
17185,Illinois,Wabash County,0.369180716
17187,Illinois,Warren County,0.316739782
17189,Illinois,Washington County,0.287430701
17191,Illinois,Wayne County,0.364962815
17193,Illinois,White County,0.365612267
17195,Illinois,Whiteside County,0.098306642
17197,Illinois,Will County,0.233135459
17199,Illinois,Williamson County,0.196426561
17201,Illinois,Winnebago County,0.087267318
17203,Illinois,Woodford County,0.152379794
18001,Indiana,Adams County,0.096562156
18003,Indiana,Allen County,0.324503148
18005,Indiana,Bartholomew County,0.196610685
18007,Indiana,Benton County,0.875400362
18009,Indiana,Blackford County,0.492724771
18011,Indiana,Boone County,0.055191977
